fiscal_year,month_numeric,month,item,current_month_value,current_year_to_date_val,prev_month_value,prev_year_to_date_val,released_on,updated_on,data_source,data_url
2024-2025,9,September,CAPITAL EXPENDITURE,113979,414966,116829,490628,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,CAPITAL EXPENDITURE,51579,466545,56296,546924,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,CAPITAL EXPENDITURE,46955,513500,38721,585645,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,CAPITAL EXPENDITURE,171837,685337,87985,673630,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,CAPITAL EXPENDITURE,72022,757359,47557,721187,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,CAPITAL EXPENDITURE,54528,811887,84426,805613,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,CAPITAL EXPENDITURE,240120,1052007,143582,949195,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,LOANS DISBURSED,9417,9417,1819,1819,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,LOANS DISBURSED,13285,22702,15429,17248,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,LOANS DISBURSED,7307,30009,27345,44593,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,LOANS DISBURSED,15098,45107,3298,47891,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,LOANS DISBURSED,-5158,39949,10425,58316,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,LOANS DISBURSED,15449,55398,16491,74807,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,LOANS DISBURSED,12503,67901,3035,77842,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,LOANS DISBURSED,18486,86387,3044,80886,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,LOANS DISBURSED,36129,122516,8199,89085,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,LOANS DISBURSED,28922,151438,7904,96989,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,LOANS DISBURSED,9092,160530,29963,126952,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,LOANS DISBURSED,36180,196710,34143,161095,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,TOTAL EXPENDITURE,423470,423470,304096,304096,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,TOTAL EXPENDITURE,199990,623460,321882,625978,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,TOTAL EXPENDITURE,346449,969909,424683,1050661,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,TOTAL EXPENDITURE,330442,1300351,330039,1380700,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,TOTAL EXPENDITURE,352003,1652354,291057,1671757,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,TOTAL EXPENDITURE,459140,2111494,447382,2119139,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,TOTAL EXPENDITURE,362404,2473898,275273,2394412,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,TOTAL EXPENDITURE,267104,2741002,257755,2652167,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,TOTAL EXPENDITURE,491092,3232094,402050,3054217,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,TOTAL EXPENDITURE,337860,3569954,300513,3354730,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,TOTAL EXPENDITURE,323215,3893169,392557,3747287,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,TOTAL EXPENDITURE,762348,4655517,696160,4443447,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,FISCAL DEFICIT,210136,210136,133595,133595,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,FISCAL DEFICIT,-159521,50615,76692,210287,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,FISCAL DEFICIT,85097,135712,241083,451370,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,FISCAL DEFICIT,141233,276945,154223,605593,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,FISCAL DEFICIT,158231,435176,37233,642826,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,FISCAL DEFICIT,39344,474520,59035,701861,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,FISCAL DEFICIT,276304,750824,101839,803700,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,FISCAL DEFICIT,95770,846594,102884,906584,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,FISCAL DEFICIT,67495,914089,75694,982278,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,FISCAL DEFICIT,255453,1169542,120324,1102602,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,FISCAL DEFICIT,177310,1346852,398763,1501365,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,FISCAL DEFICIT,230418,1577270,152278,1654643,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,REVENUE DEFICIT,111942,111942,55780,55780,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,REVENUE DEFICIT,-202865,-90923,-10291,45489,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,REVENUE DEFICIT,50104,-40819,138104,183593,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,REVENUE DEFICIT,62890,22071,118639,302232,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,REVENUE DEFICIT,120984,143055,-17800,284432,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,REVENUE DEFICIT,-68900,74155,-53033,231399,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,REVENUE DEFICIT,228931,303086,48367,279766,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,REVENUE DEFICIT,53961,357047,66636,346402,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,REVENUE DEFICIT,-101000,256047,-8104,338298,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,REVENUE DEFICIT,185360,441407,77336,415634,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,REVENUE DEFICIT,130922,572329,316258,731892,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,REVENUE DEFICIT,-5248,567081,33324,765216,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,PRIMARY DEFICIT,81873,81873,85666,85666,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,PRIMARY DEFICIT,-155068,-73195,13958,99624,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,PRIMARY DEFICIT,-55145,-128340,108041,207665,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,PRIMARY DEFICIT,77398,-50942,98039,305704,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,PRIMARY DEFICIT,85958,35016,-30417,275287,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,PRIMARY DEFICIT,-75506,-40490,-57755,217532,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,PRIMARY DEFICIT,194967,154477,41082,258614,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,PRIMARY DEFICIT,33623,188100,40007,298621,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,PRIMARY DEFICIT,-82324,105776,-64550,234071,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,PRIMARY DEFICIT,188305,294081,46800,280871,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,PRIMARY DEFICIT,99927,394008,339706,620577,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,PRIMARY DEFICIT,66919,460927,-29806,590771,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,REVENUE RECEIPTS,256829,256829,212293,212293,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,REVENUE RECEIPTS,450910,707739,358465,570758,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,REVENUE RECEIPTS,205638,913377,258919,829677,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,REVENUE RECEIPTS,152043,1065420,187343,1017020,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,REVENUE RECEIPTS,185319,1250739,191292,1208312,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,REVENUE RECEIPTS,444707,1695446,414061,1622373,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,REVENUE RECEIPTS,67934,1763380,81894,1704267,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,REVENUE RECEIPTS,146932,1910312,166188,1870455,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,REVENUE RECEIPTS,568797,2479109,420255,2290710,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,REVENUE RECEIPTS,172416,2651525,80478,2371188,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,REVENUE RECEIPTS,74871,2726396,137765,2508953,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,REVENUE RECEIPTS,,,527476,3036429,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,TAX REVENUE (Net),189669,189669,184998,184998,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,TAX REVENUE (Net),161193,350862,134038,319036,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,TAX REVENUE (Net),189454,540316,230597,549633,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,TAX REVENUE (Net),121496,661812,165591,715224,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,TAX REVENUE (Net),148595,810407,158621,873845,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,TAX REVENUE (Net),418963,1229370,391314,1265159,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,TAX REVENUE (Net),44931,1274301,39814,1304973,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,TAX REVENUE (Net),119645,1393946,138462,1443435,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,TAX REVENUE (Net),545308,1939254,399618,1843053,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,TAX REVENUE (Net),154964,2094218,60505,1903558,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,TAX REVENUE (Net),51005,2145223,112076,2015634,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,TAX REVENUE (Net),,,483251,2498885,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,NON-TAX REVENUE,67160,67160,27295,27295,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,NON-TAX REVENUE,289717,356877,224427,251722,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,NON-TAX REVENUE,16184,373061,28322,280044,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,NON-TAX REVENUE,30547,403608,21752,301796,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,NON-TAX REVENUE,36724,440332,32671,334467,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,NON-TAX REVENUE,25744,466076,22747,357214,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,NON-TAX REVENUE,23003,489079,42080,399294,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,NON-TAX REVENUE,27287,516366,27726,427020,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,NON-TAX REVENUE,23489,539855,20637,447657,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,NON-TAX REVENUE,17452,557307,19973,467630,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,NON-TAX REVENUE,23866,581173,25689,493319,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,NON-TAX REVENUE,,,44225,537544,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,NON-DEBT CAPITAL RECEIPTS,22459,22459,1041,1041,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,NON-DEBT CAPITAL RECEIPTS,2765,25224,1046,2087,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,NON-DEBT CAPITAL RECEIPTS,2794,28018,2433,4520,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,NON-DEBT CAPITAL RECEIPTS,1771,29789,1866,6386,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,NON-DEBT CAPITAL RECEIPTS,2181,31970,2480,8866,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,NON-DEBT CAPITAL RECEIPTS,2800,34770,5735,14601,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,NON-DEBT CAPITAL RECEIPTS,2325,37095,4206,18807,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,NON-DEBT CAPITAL RECEIPTS,1832,38927,5146,23953,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,NON-DEBT CAPITAL RECEIPTS,7120,46047,3342,27295,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,NON-DEBT CAPITAL RECEIPTS,11082,57129,1929,29224,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,NON-DEBT CAPITAL RECEIPTS,8418,65547,8140,37364,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,NON-DEBT CAPITAL RECEIPTS,,,4454,41818,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(RECOVERY OF LOANS),1048,1048,1041,1041,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(RECOVERY OF LOANS),1558,2606,1042,2083,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(RECOVERY OF LOANS),2789,5395,2433,4516,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(RECOVERY OF LOANS),1743,7138,1865,6381,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(RECOVERY OF LOANS),1415,8553,1665,8046,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(RECOVERY OF LOANS),2800,11353,3388,11434,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(RECOVERY OF LOANS),2039,13392,1841,13275,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(RECOVERY OF LOANS),1818,15210,1697,14972,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(RECOVERY OF LOANS),3016,18226,3329,18301,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(RECOVERY OF LOANS),1744,19970,1904,20205,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(RECOVERY OF LOANS),1626,21596,1450,21655,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(RECOVERY OF LOANS),,,2961,24616,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(OTHER RECEIPTS),21411,21411,0,0,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(OTHER RECEIPTS),1207,22618,4,4,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(OTHER RECEIPTS),5,22623,0,4,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(OTHER RECEIPTS),28,22651,1,5,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(OTHER RECEIPTS),766,23417,815,820,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(OTHER RECEIPTS),0,23417,2347,3167,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(OTHER RECEIPTS),286,23703,2365,5532,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(OTHER RECEIPTS),14,23717,3449,8981,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(OTHER RECEIPTS),4104,27821,13,8994,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(OTHER RECEIPTS),9338,37159,25,9019,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(OTHER RECEIPTS),6792,43951,6690,15709,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(OTHER RECEIPTS),,,1493,17202,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,TOTAL RECEIPTS,279288,279288,213334,213334,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,TOTAL RECEIPTS,453675,732963,359511,572845,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,TOTAL RECEIPTS,208432,941395,261352,834197,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,TOTAL RECEIPTS,153814,1095209,189209,1023406,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,TOTAL RECEIPTS,187500,1282709,193772,1217178,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,TOTAL RECEIPTS,447507,1730216,419796,1636974,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,TOTAL RECEIPTS,70259,1800475,86100,1723074,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,TOTAL RECEIPTS,148764,1949239,171334,1894408,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,TOTAL RECEIPTS,575917,2525156,423597,2318005,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,TOTAL RECEIPTS,183498,2708654,82407,2400412,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,TOTAL RECEIPTS,83289,2791943,145905,2546317,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,TOTAL RECEIPTS,,,531930,3078247,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,REVENUE EXPENDITURE,305830,305830,324235,324235,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,REVENUE EXPENDITURE,218942,524772,155600,479835,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,REVENUE EXPENDITURE,422223,946995,309023,788858,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,REVENUE EXPENDITURE,269704,1216699,250233,1039091,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,REVENUE EXPENDITURE,232584,1449283,312276,1351367,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,REVENUE EXPENDITURE,273310,1722593,345161,1696528,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,REVENUE EXPENDITURE,285283,2007876,310825,2007353,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,REVENUE EXPENDITURE,259824,2267700,220149,2227502,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,REVENUE EXPENDITURE,325363,2593063,319255,2546757,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,REVENUE EXPENDITURE,254717,2847780,265838,2812595,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,REVENUE EXPENDITURE,267490,3115270,268687,3081282,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,REVENUE EXPENDITURE,,,522228,3603510,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,INTEREST PAYMENTS,93460,93460,128263,128263,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,INTEREST PAYMENTS,54328,147788,-4453,123810,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,INTEREST PAYMENTS,238249,386037,140242,264052,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
