fiscal_year,month_numeric,month,item,revised_estimates_rs,provisional_actuals_rs,perc_actuals_to_revised_estimates_current,perc_actuals_to_revised_estimates_coppy,released_on,updated_on,data_source,data_url
2023-2024,9,September,Special Deposits,0.00,-2568.39,,,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,National Small Saving Fund,-0.01,152900.68,,,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Savings Deposit and Certificates,292569.60,168701.89,58%,(37%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Public Provident Funds,116972.31,20894.62,18%,(24%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Investment In Securities,-441189.44,-95055.66,2 2%,(25%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Income/Expenditure of NSSF,31647.52,58359.83,184%,(139%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Others,54257.63,60528.85,112%,(-93%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Cash Balance {Decrease(+)/Increase(-)},-11786.86,4990.02,-42%,(652%),2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Investment (-) / Redemption (+) of Surplus Cash,,54409.00,,,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,Ways & Means Advances,,-48677.00,,,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,9,September,TOTAL FINANCING,1786816.50,701861.00,39 %,37%,2023-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2023-2024.aspx
2023-2024,10,October,External Financing,22117.52,9866.65,45%,(75%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Domestic Financing,1764698.98,793833.34,45%,(45%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Market Borrowings,1230911.22,838106.69,68%,(65%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Securities against Small Savings,471317.00,167699.31,36%,(26%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,State Provident Funds,20000.00,-3821.53,-19 %,(-20%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Special Deposits,0.00,-3048.19,,,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,National Small Saving Fund,-0.01,121979.22,,,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Savings Deposit and Certificates,292569.60,186925.72,64%,(42%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Public Provident Funds,116972.31,22064.39,19%,(25%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Investment In Securities,-441189.44,-152768.35,35%,(23%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Income/Expenditure of NSSF,31647.52,65757.46,208%,(157%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Others,54257.63,105879.58,195%,(21%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Cash Balance {Decrease(+)/Increase(-)},-11786.86,4989.26,-42%,(664%),2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Investment (-) / Redemption (+) of Surplus Cash,,-389274.00,,,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,Ways & Means Advances,,-48677.00,,,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,10,October,TOTAL FINANCING,1786816.50,803699.99,45%,46%,2023-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2023-2024.aspx
2023-2024,11,November,External Financing,22117.52,10481.20,47%,(78%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Domestic Financing,1764698.98,896103.27,51%,(59%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Market Borrowings,1230911.22,811875.65,66%,(76%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Securities against Small Savings,471317.00,193677.56,41%,(36%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,State Provident Funds,20000.00,-4035.89,-20 %,(-27%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Special Deposits,0.00,-9424.42,,,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,National Small Saving Fund,-0.01,124107.50,,,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Savings Deposit and Certificates,292569.60,205954.15,70%,(46%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Public Provident Funds,116972.31,23448.04,20%,(27%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Investment In Securities,-441189.44,-175229.97,40%,(32%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Income/Expenditure of NSSF,31647.52,69935.28,221%,(169%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Others,54257.63,94152.10,174%,(30%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Cash Balance {Decrease(+)/Increase(-)},-11786.86,4989.77,-42%,(664%),2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Investment (-) / Redemption (+) of Surplus Cash,,-270562.00,,,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,Ways & Means Advances,,-48677.00,,,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,11,November,TOTAL FINANCING,1786816.50,906584.47,51%,59%,2023-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2023-2024.aspx
2023-2024,12,December,External Financing,22117.52,28830.67,130%,(92%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Domestic Financing,1764698.98,953447.82,54%,(59%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Market Borrowings,1230911.22,893122.78,73%,(76%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Securities against Small Savings,471317.00,215890.38,46%,(40%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,State Provident Funds,20000.00,-4387.79,-22 %,(-28%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Special Deposits,0.00,-17519.20,,,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,National Small Saving Fund,-0.01,130403.76,,,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Savings Deposit and Certificates,292569.60,227309.34,78%,(51%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Public Provident Funds,116972.31,25402.52,22%,(29%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Investment In Securities,-441189.44,-194959.27,44%,(36%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Income/Expenditure of NSSF,31647.52,72651.17,230%,(176%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Others,54257.63,133716.87,246%,(46%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Cash Balance {Decrease(+)/Increase(-)},-11786.86,4990.02,-42%,(664%),2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Investment (-) / Redemption (+) of Surplus Cash,,-354092.00,,,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,Ways & Means Advances,,-48677.00,,,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2023-2024,12,December,TOTAL FINANCING,1786816.50,982278.49,55%,60%,2024-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2023-2024.aspx
2024-2025,1,January,External Financing,31992.33,22292.39,70%,(131%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Domestic Financing,1537534.66,1147250.11,75%,(63%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Market Borrowings,954514.17,676603.43,71%,(85%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Securities against Small Savings,411871.29,120819.45,29%,(51%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,State Provident Funds,5000.00,-7612.50,-152%,(-127%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Special Deposits,0.00,-47508.09,,,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,National Small Saving Fund,-4831.40,200624.81,,,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Savings Deposit and Certificates,220488.36,175106.44,79%,(75%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Public Provident Funds,99822.86,14536.14,15%,(27%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Investment In Securities,-322619.66,-55984.32,17%,(49%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Income/Expenditure of NSSF,-2522.96,66966.55,-2654%,(1529%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Others,30865.45,176121.82,571%,(197%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Cash Balance {Decrease(+)/Increase(-)},140115.15,4405.19,3%,(-19%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Investment (-) / Redemption (+) of Surplus Cash,,23796.00,,,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,Ways & Means Advances,,0.00,,,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,1,January,TOTAL FINANCING,1569526.99,1169542.50,75%,(64%),2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2024-2025.aspx
2024-2025,2,February,External Financing,31992.33,23257.35,73%,(148%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Domestic Financing,1537534.66,1323594.34,86%,(86%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Market Borrowings,954514.17,812317.66,85%,(108%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Securities against Small Savings,411871.29,157969.88,38%,(47%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,State Provident Funds,5000.00,-8609.38,-172%,(-134%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Special Deposits,0.00,-47566.13,,,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,National Small Saving Fund,-4831.40,189431.28,,,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Savings Deposit and Certificates,220488.36,189438.85,86%,(81%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Public Provident Funds,99822.86,16594.19,17%,(30%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Investment In Securities,-322619.66,-90429.52,28%,(45%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Income/Expenditure of NSSF,-2522.96,73827.76,-2926%,(1638%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Others,30865.45,191971.53,622%,(162%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Cash Balance {Decrease(+)/Increase(-)},140115.15,4405.50,3%,(-19%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Investment (-) / Redemption (+) of Surplus Cash,,23674.00,,,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,Ways & Means Advances,,0.00,,,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,2,February,TOTAL FINANCING,1569526.99,1346851.69,86%,(87%),2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2024-2025.aspx
2024-2025,3,March,External Financing,31992.33,47270.80,148%,(222%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Domestic Financing,1537534.66,1529998.82,100%,(94%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Market Borrowings,954514.17,892671.60,94%,(107%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Securities against Small Savings,411871.29,161667.81,39%,(96%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,State Provident Funds,5000.00,4927.31,99%,(97%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Special Deposits,0.00,-41269.83,,,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,National Small Saving Fund,-4831.40,259015.64,,,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Savings Deposit and Certificates,220488.36,232913.02,106%,(94%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Public Provident Funds,99822.86,106072.68,106%,(104%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Investment In Securities,-322619.66,-72558.41,22%,(96%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Income/Expenditure of NSSF,-2522.96,-7411.65,294%,(129%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Others,30865.45,157720.53,511%,(151%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Cash Balance {Decrease(+)/Increase(-)},140115.15,1535.66,1 %,(-3%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Investment (-) / Redemption (+) of Surplus Cash,,93730.00,,,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,Ways & Means Advances,,0.00,,,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,3,March,TOTAL FINANCING,1569526.99,1577269.62,100%,(95%),2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2024-2025.aspx
2024-2025,4,April,External Financing,15952.29,-1603.94,-10%,(9%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Domestic Financing,1669541.58,211739.74,13%,(7%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Market Borrowings,1225181.77,118450.22,10%,(6%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Securities against Small Savings,466201.00,-31716.04,-7%,(-9%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,State Provident Funds,5200.00,2877.74,55%,(19%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Special Deposits,0.00,-13.85,,,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,National Small Saving Fund,0.00,134860.82,,,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Savings Deposit and Certificates,300562.88,24704.29,8%,(10%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
2024-2025,4,April,Public Provident Funds,123446.09,5868.04,5%,(9%),2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2024-2025.aspx
