fiscal_year,month_numeric,month,category,current_month_value,current_year_to_date_val,prev_month_value,prev_year_to_date_val,released_on,updated_on,data_source,data_url
2024-2025,2,February,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",-58.04,-47566.13,-4170.69,-22234.74,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,"(SPECIAL DEPOSITS OF NON-GOVT. PROVIDENT FUNDS, INSURANCE CORPORATION ETC.)",6296.30,-41269.83,-1411.19,-23645.93,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,(NATIONAL SMALL SAVING FUND),134860.82,134860.82,93225.45,93225.45,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,(NATIONAL SMALL SAVING FUND),36980.00,171840.82,51524.01,144749.46,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,(NATIONAL SMALL SAVING FUND),-105768.21,66072.61,49698.44,194447.90,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,(NATIONAL SMALL SAVING FUND),-5386.34,60686.27,-102701.66,91746.24,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,(NATIONAL SMALL SAVING FUND),2343.22,63029.49,44390.15,136136.39,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,(NATIONAL SMALL SAVING FUND),30269.33,93298.82,16764.29,152900.68,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,(NATIONAL SMALL SAVING FUND),4921.40,98220.22,-30921.46,121979.22,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,(NATIONAL SMALL SAVING FUND),4600.32,102820.54,2128.28,124107.50,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,(NATIONAL SMALL SAVING FUND),57669.97,160490.51,6296.26,130403.76,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,(NATIONAL SMALL SAVING FUND),40134.30,200624.81,3553.59,133957.35,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,(NATIONAL SMALL SAVING FUND),-11193.53,189431.28,45128.34,179085.69,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,(NATIONAL SMALL SAVING FUND),69584.36,259015.64,-166642.58,12443.11,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,(SAVINGS DEPOSITS AND CERTIFICATES),24704.29,24704.29,28001.40,28001.40,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,(SAVINGS DEPOSITS AND CERTIFICATES),20132.50,44836.79,33486.65,61488.05,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,(SAVINGS DEPOSITS AND CERTIFICATES),20764.85,65601.64,29709.72,91197.77,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,(SAVINGS DEPOSITS AND CERTIFICATES),22513.34,88114.98,29452.07,120649.84,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,(SAVINGS DEPOSITS AND CERTIFICATES),16160.15,104275.13,24061.26,144711.10,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,(SAVINGS DEPOSITS AND CERTIFICATES),14793.87,119069.00,23990.79,168701.89,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,(SAVINGS DEPOSITS AND CERTIFICATES),14126.04,133195.04,18223.83,186925.72,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,(SAVINGS DEPOSITS AND CERTIFICATES),12412.85,145607.89,19028.43,205954.15,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,(SAVINGS DEPOSITS AND CERTIFICATES),13790.15,159398.04,21355.19,227309.34,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,(SAVINGS DEPOSITS AND CERTIFICATES),15708.40,175106.44,21089.82,248399.16,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,(SAVINGS DEPOSITS AND CERTIFICATES),14332.41,189438.85,18712.16,267111.32,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,(SAVINGS DEPOSITS AND CERTIFICATES),43474.17,232913.02,42639.57,309750.89,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,(PUBLIC PROVIDENT FUNDS),5868.04,5868.04,10004.88,10004.88,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,(PUBLIC PROVIDENT FUNDS),1514.34,7382.38,3444.94,13449.82,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,(PUBLIC PROVIDENT FUNDS),1070.69,8453.07,2161.78,15611.60,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,(PUBLIC PROVIDENT FUNDS),1338.31,9791.38,2258.05,17869.65,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,(PUBLIC PROVIDENT FUNDS),1168.93,10960.31,1622.74,19492.39,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,(PUBLIC PROVIDENT FUNDS),719.30,11679.61,1402.23,20894.62,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,(PUBLIC PROVIDENT FUNDS),268.28,11947.89,1169.77,22064.39,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,(PUBLIC PROVIDENT FUNDS),304.19,12252.08,1383.65,23448.04,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,(PUBLIC PROVIDENT FUNDS),583.47,12835.55,1954.48,25402.52,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,(PUBLIC PROVIDENT FUNDS),1700.59,14536.14,3154.54,28557.06,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,(PUBLIC PROVIDENT FUNDS),2058.05,16594.19,3272.75,31829.81,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,(PUBLIC PROVIDENT FUNDS),89478.49,106072.68,80097.65,111927.46,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,(INVESTMENT IN SECURITIES),33921.25,33921.25,44151.86,44151.86,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,(INVESTMENT IN SECURITIES),77949.42,111870.67,9806.03,53957.89,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,(INVESTMENT IN SECURITIES),-131086.84,-19216.17,13745.42,67703.31,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,(INVESTMENT IN SECURITIES),-22653.63,-41869.80,-132460.73,-64757.42,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,(INVESTMENT IN SECURITIES),-21747.28,-63617.08,12064.66,-52692.76,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,(INVESTMENT IN SECURITIES),-25399.36,-89016.44,-42362.90,-95055.66,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,(INVESTMENT IN SECURITIES),-17910.51,-106926.95,-57712.69,-152768.35,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,(INVESTMENT IN SECURITIES),-12611.69,-119538.64,-22461.62,-175229.97,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,(INVESTMENT IN SECURITIES),38464.88,-81073.76,-19729.30,-194959.27,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,(INVESTMENT IN SECURITIES),25089.44,-55984.32,-18087.00,-213046.27,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,(INVESTMENT IN SECURITIES),-34445.20,-90429.52,18184.35,-194861.92,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,(INVESTMENT IN SECURITIES),17871.11,-72558.41,-220260.54,-415122.46,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,(INCOME / EXPENDITURE OF NSSF),70367.24,70367.24,11067.31,11067.31,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,(INCOME / EXPENDITURE OF NSSF),-62616.26,7750.98,4786.39,15853.70,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,(INCOME / EXPENDITURE OF NSSF),3483.09,11234.07,4081.52,19935.22,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,(INCOME / EXPENDITURE OF NSSF),-6584.36,4649.71,-1951.05,17984.17,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,(INCOME / EXPENDITURE OF NSSF),6761.42,11411.13,6641.49,24625.66,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,(INCOME / EXPENDITURE OF NSSF),40155.52,51566.65,33734.17,58359.83,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,(INCOME / EXPENDITURE OF NSSF),8437.59,60004.24,7397.63,65757.46,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,(INCOME / EXPENDITURE OF NSSF),4494.97,64499.21,4177.82,69935.28,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,(INCOME / EXPENDITURE OF NSSF),4831.47,69330.68,2715.89,72651.17,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,(INCOME / EXPENDITURE OF NSSF),-2364.13,66966.55,-2603.77,70047.40,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,(INCOME / EXPENDITURE OF NSSF),6861.21,73827.76,4959.08,75006.48,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,(INCOME / EXPENDITURE OF NSSF),-81239.41,-7411.65,-69119.26,5887.22,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,(OTHERS),77355.65,77355.65,49186.04,49186.04,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,(OTHERS),-16245.21,61110.44,8375.50,57561.54,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,(OTHERS),-39529.84,21580.60,88293.28,145854.82,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,(OTHERS),53505.91,75086.51,-27909.16,117945.66,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,(OTHERS),4345.12,79431.63,-129710.79,--11765.13,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,(OTHERS),21931.64,101363.27,72293.98,60528.85,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,(OTHERS),22302.98,123666.25,45350.73,105879.58,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,(OTHERS),-13757.27,109908.98,-11727.48,94152.10,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,(OTHERS),53448.47,163357.45,39564.77,133716.87,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,(OTHERS),12764.37,176121.82,5793.01,139509.88,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,(OTHERS),15849.71,191971.53,-24994.25,114515.63,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,(OTHERS),-34251.00,157720.53,-7830.05,106685.58,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-94570,-266742,-2304,-2304,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-236278,-408450,-89994,-89994,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-122996,-295168,-194160,-194160,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-79927,-252099,-197896,-197896,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-44395,-216567,-146557,-146557,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-130993,-303165,54409,54409,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),33428,-138744,-389274,-389274,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),168272,-3900,-270562,-270562,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),-7648,-179820,-354092,-354092,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),23796,-148376,-380158,-380158,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),23674,-148498,-255254,-255254,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,(INVESTMENT(-) / REDEMPTION (+) OF SURPLUS CASH),93730,-78442,-172172,-172172,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,4,April,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2024-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,5,May,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2024-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,6,June,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2024-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,7,July,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2024-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,8,August,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2024-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,9,September,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2024-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,10,October,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2024-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,11,November,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2024-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,12,December,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2025-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,1,January,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2025-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,2,February,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2025-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2024-2025,3,March,(WAYS AND MEANS ADVANCES),0.00,0.00,-48677.00,0.00,2025-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,EXTERNAL FINANCING,-3836.01,-3836.01,-1603.94,-1603.94,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,EXTERNAL FINANCING,-1550.38,-5386.39,2802.69,1198.75,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,EXTERNAL FINANCING,2887.44,-2498.95,-1154.26,44.49,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,EXTERNAL FINANCING,3321.56,822.61,4728.41,4772.90,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,EXTERNAL FINANCING,743.79,1566.40,14821.26,19594.16,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,EXTERNAL FINANCING,-1125.52,440.88,-784.17,18809.99,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,EXTERNAL FINANCING,914.80,1355.68,-983.36,17826.63,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,EXTERNAL FINANCING,-1728.21,-372.53,-868.33,16958.30,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,EXTERNAL FINANCING,4432.49,4059.96,2237.42,19195.72,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,EXTERNAL FINANCING,-940.57,3119.39,3096.67,22292.39,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,EXTERNAL FINANCING,4159.74,7279.13,964.96,23257.35,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,EXTERNAL FINANCING,,,24013.45,47270.80,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,DOMESTIC FINANCING,190168.01,190168.01,211739.74,211739.74,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,DOMESTIC FINANCING,-171618.19,18549.82,-162323.77,49415.97,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,DOMESTIC FINANCING,264680.83,283230.65,86251.07,135667.04,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,DOMESTIC FINANCING,184362.85,467593.50,136505.51,272172.55,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,DOMESTIC FINANCING,128992.55,596586.05,143409.46,415582.01,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,DOMESTIC FINANCING,-23904.14,572681.91,40128.08,455710.09,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,DOMESTIC FINANCING,251106.47,823788.38,277287.21,732997.30,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,DOMESTIC FINANCING,153255.12,977043.50,96638.37,829635.67,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,DOMESTIC FINANCING,-125261.59,851781.91,65257.94,894893.61,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,DOMESTIC FINANCING,126505.36,978287.27,252356.50,1147250.11,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,DOMESTIC FINANCING,267082.47,1245369.74,176344.23,1323594.34,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,DOMESTIC FINANCING,,,206404.48,1529998.82,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(MARKET BORROWINGS),63130.13,63130.13,118450.22,118450.22,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(MARKET BORROWINGS),35149.43,98279.56,36638.83,155089.05,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(MARKET BORROWINGS),138878.61,237158.17,-10887.07,144201.98,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(MARKET BORROWINGS),118425.51,355583.68,20750.11,164952.09,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(MARKET BORROWINGS),69663.00,425246.68,78505.61,243457.70,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(MARKET BORROWINGS),-44860.64,380386.04,57693.37,301151.07,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(MARKET BORROWINGS),177017.83,557403.87,66493.00,367644.07,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(MARKET BORROWINGS),-11923.65,545480.22,-43035.73,324608.34,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(MARKET BORROWINGS),157175.45,702655.67,165251.61,489859.95,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,1,January,(MARKET BORROWINGS),48516.13,751171.80,186743.48,676603.43,2026-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,2,February,(MARKET BORROWINGS),210975.32,962147.12,135714.23,812317.66,2026-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,3,March,(MARKET BORROWINGS),,,80354.04,892671.70,2026-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,4,April,(SECURITIES AGAINST SMALL SAVINGS),-34791.23,-34791.23,-31716.04,-31716.04,2025-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,5,May,(SECURITIES AGAINST SMALL SAVINGS),-10417.43,-45208.66,-75044.20,-106760.24,2025-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,6,June,(SECURITIES AGAINST SMALL SAVINGS),-14187.35,-59396.01,131150.01,24389.77,2025-07-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,7,July,(SECURITIES AGAINST SMALL SAVINGS),55351.56,-4044.45,24924.12,49313.89,2025-08-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,8,August,(SECURITIES AGAINST SMALL SAVINGS),70604.54,66560.09,24450.23,73764.12,2025-09-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,9,September,(SECURITIES AGAINST SMALL SAVINGS),28658.20,95218.29,28566.88,102331.00,2025-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,10,October,(SECURITIES AGAINST SMALL SAVINGS),-10884.79,84333.50,19589.80,121920.80,2025-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,11,November,(SECURITIES AGAINST SMALL SAVINGS),18147.98,102481.48,15717.77,137638.57,2025-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
2025-2026,12,December,(SECURITIES AGAINST SMALL SAVINGS),34067.99,136549.47,-5590.11,132048.46,2026-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/
