fiscal_year,month_numeric,month,item,revised_estimates_rs,provisional_actuals_rs,perc_actuals_to_revised_estimates_current,perc_actuals_to_revised_estimates_coppy,released_on,updated_on,data_source,data_url
2020-2021,9,September,Other Receipts,210000,5781,2.8%,(11.8%),2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2020-2021.aspx
2020-2021,9,September,Total Receipts (1+4),2245893,565417,25.2%,(40.2%),2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2020-2021.aspx
2020-2021,9,September,Revenue Expenditure,2630221,1313574,49.9%,(53.1%),2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2020-2021.aspx
2020-2021,9,September,of which Interest Payments,708203,305652,43.2%,(41.0%),2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2020-2021.aspx
2020-2021,9,September,Capital Expenditure,412009,165836,40.3%,(55.5%),2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2020-2021.aspx
2020-2021,9,September,of which Loans disbursed,31763,17365,54.7%,(53.4%),2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2020-2021.aspx
2020-2021,9,September,Total Expenditure (8+10),3042230,1479410,48.6%,(53.4%),2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2020-2021.aspx
2020-2021,9,September,Fiscal Deficit (12-7),796337,913993,114.8%,(92.6%),2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2020-2021.aspx
2020-2021,9,September,Revenue Deficit (8-1),609295,762792,125.2%,(99.8%),2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2020-2021.aspx
2020-2021,9,September,Primary Deficit (13-9),88134,608341,690.2%,(879.8%),2020-10-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/9/2020-2021.aspx
2020-2021,10,October,Revenue Receipts,2020926,691903,34.2%,(46.2%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Tax Revenue (Net),1635909,575697,35.2%,(41.4%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Non-Tax Revenue,385017,116206,30.2%,(71.6%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Non-Debt Capital Receipts,224967,16397,7.3%,(22.4%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Recovery of Loans,14967,10218,68.3%,(63.8%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Other Receipts,210000,6179,2.9%,(16.5%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Total Receipts (1+4),2245893,708300,31.5%,(44.9%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Revenue Expenditure,2630221,1464099,55.7%,(59.4%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,of which Interest Payments,708203,333456,47.1%,(43.8%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Capital Expenditure,412009,197355,47.9%,(59.5%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,of which Loans disbursed,31763,25618,80.7%,(55.3%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Total Expenditure (8+10),3042230,1661454,54.6%,(59.4%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Fiscal Deficit (12-7),796337,953154,119.7%,(102.4%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Revenue Deficit (8-1),609295,772196,126.7%,(112.5%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,10,October,Primary Deficit (13-9),88134,619698,703.1%,(995.4%),2020-11-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/10/2020-2021.aspx
2020-2021,11,November,Revenue Receipts,2020926,812710,40.2%,(50.1%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Tax Revenue (Net),1635909,688430,42.1%,(45.5%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Non-Tax Revenue,385017,124280,32.3%,(74.3%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Non-Debt Capital Receipts,224967,18141,8.1%,(24.2%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Recovery of Loans,14967,11962,79.9%,(73.6%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Other Receipts,210000,6179,2.9%,(17.2%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Total Receipts (1+4),2245893,830851,37.0%,(48.6%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Revenue Expenditure,2630221,1665200,63.3%,(65.6%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,of which Interest Payments,708203,383425,54.1%,(51.8%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Capital Expenditure,412009,241158,58.5%,(63.3%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,of which Loans disbursed,31763,47502,149.6%,(59.9%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Total Expenditure (8+10),3042230,1906358,62.7%,(65.3%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Fiscal Deficit (12-7),796337,1075507,135.1%,(114.8%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Revenue Deficit (8-1),609295,852490,139.9%,(128.3%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,11,November,Primary Deficit (13-9),88134,692082,785.3%,(1076.5%),2020-12-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/11/2020-2021.aspx
2020-2021,12,December,Revenue Receipts,2020926,1088580,53.9%,(58.4%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Tax Revenue (Net),1635909,962399,58.8%,(54.9%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Non-Tax Revenue,385017,126181,32.8%,(77.3%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Non-Debt Capital Receipts,224967,33098,14.7%,(25.9%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Recovery of Loans,14967,14202,94.9%,(87.2%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Other Receipts,210000,18896,9.0 %,(17.2%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Total Receipts (1+4),2245893,1121678,49.9%,(56.6%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Revenue Expenditure,2630221,1971173,74.9%,(75.7%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,of which Interest Payments,708203,472171,66.7%,(64.2%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Capital Expenditure,412009,308974,75.0%,(75.6%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,of which Loans disbursed,31763,84318,265.5%,(76.4%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Total Expenditure (8+10),3042230,2280147,74.9%,(75.7%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Fiscal Deficit (12-7),796337,1158469,145.5%,(132.4%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Revenue Deficit (8-1),609295,882593,144.9%,(145.7%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2020-2021,12,December,Primary Deficit (13-9),88134,686298,778.7 %,(1172.1%),2021-01-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/12/2020-2021.aspx
2021-2022,1,January,Revenue Receipts,2078936,1838921,88.5%,(79.9%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Tax Revenue (Net),1765145,1547436,87.7%,(82.0%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Non-Tax Revenue,313791,291485,92.9%,(67.0%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Non-Debt Capital Receipts,99975,32595,32.6%,(86.8%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Recovery of Loans,21975,20527,93.4%,(109.0%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Other Receipts,78000,12068,15.5%,(76.7%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Total Receipts (1+4),2178911,1871516,85.9%,(80.1%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Revenue Expenditure,3168067,2367698,74.7%,(71.6%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,of which Interest Payments,813791,616076,75.7%,(75.0%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Capital Expenditure,601933,441686,73.4%,(82.6%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,of which Loans disbursed,55255,37970,68.7%,(102.0%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Total Expenditure (8+10),3770000,2809384,74.5%,(73.0%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Fiscal Deficit (12-7),1591089,937868,58.9%,(66.8%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Revenue Deficit (8-1),1089131,528777,48.6%,(62.6%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,1,January,Primary Deficit (13-9),777298,321792,41.4%,(61.8%),2022-02-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/1/2021-2022.aspx
2021-2022,2,February,Revenue Receipts,2078936,1791017,86.2 %,(88.1%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Tax Revenue (Net),1765145,1480886,83.9%,(90.4%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Non-Tax Revenue,313791,310131,98.8%,(73.2%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Non-Debt Capital Receipts,99975,36263,36.3 %,(92.1%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Recovery of Loans,21975,22749,103.5%,(118.3%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Other Receipts,78000,13514,17.3%,(80.2%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Total Receipts (1+4),2178911,1827280,83.9%,(88.2%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Revenue Expenditure,3168067,2658694,83.9%,(80.1%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,of which Interest Payments,813791,671951,82.6 %,(80.7%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Capital Expenditure,601933,485181,80.6 %,(92.4%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,of which Loans disbursed,55255,47099,85.2%,(124.9%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Total Expenditure (8+10),3770000,3143875,83.4%,(81.7%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Fiscal Deficit (12-7),1591089,1316595,82.7 %,(76.0%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Revenue Deficit (8-1),1089131,867677,79.7%,(71.6%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,2,February,Primary Deficit (13-9),777298,644644,82.9%,(73.2%),2022-03-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/2/2021-2022.aspx
2021-2022,3,March,Revenue Receipts,2078936,2168426,104.3 %,(105.1%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Tax Revenue (Net),1765145,1820382,103.1%,(106.1%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Non-Tax Revenue,313791,348044,110.9%,(98.6%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Non-Debt Capital Receipts,99975,39208,39.2 %,(123.9%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Recovery of Loans,21975,24570,111.8%,(136.1%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Other Receipts,78000,14638,18.8%,(118.4%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Total Receipts (1+4),2178911,2207634,101.3%,(105.6%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Revenue Expenditure,3168067,3201373,101.1%,(102.4%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,of which Interest Payments,813791,805390,99.0 %,(98.1%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Capital Expenditure,601933,592798,98.5 %,(97.1%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,of which Loans disbursed,55255,58920,106.6%,(103.3%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Total Expenditure (8+10),3770000,3794171,100.6%,(101.7%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Fiscal Deficit (12-7),1591089,1586537,99.7 %,(98.4%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Revenue Deficit (8-1),1089131,1032947,94.8%,(99.6%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,3,March,Primary Deficit (13-9),777298,781147,100.5 %,(98.5%),2022-04-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/3/2021-2022.aspx
2021-2022,4,April,Revenue Receipts,1788424,147619,8.3%,(1.3%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Tax Revenue (Net),1545396,130811,8.5%,(1.3%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Non-Tax Revenue,243028,16808,6.9%,(1.5%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Non-Debt Capital Receipts,188000,372,0.2%,(0.2%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Recovery of Loans,13000,372,2.9%,(2.4%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Other Receipts,175000,0,0.0%,(0.0%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Total Receipts (1+4),1976424,147991,7.5%,(1.2%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Revenue Expenditure,2929128,179564,6.1%,(10.6%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,of which Interest Payments,809701,29671,3.7%,(3.8%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Capital Expenditure,554108,47126,8.5%,(6.9%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,of which Loans disbursed,40374,3596,8.9 %,(3.5%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Total Expenditure (8+10),3483236,226690,6.5%,(10.1%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Fiscal Deficit (12-7),1506812,78699,5.2%,(35.1%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Revenue Deficit (8-1),1140704,31945,2.8%,(41.3%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,4,April,Primary Deficit (13-9),697111,49028,7.0%,(286.9%),2021-05-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/4/2021-2022.aspx
2021-2022,5,May,Revenue Receipts,1788424,349977,19.6%,(2.2%),2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2021-2022.aspx
2021-2022,5,May,Tax Revenue (Net),1545396,233565,15.1%,(2.1%),2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2021-2022.aspx
2021-2022,5,May,Non-Tax Revenue,243028,116412,47.9%,(2.8%),2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2021-2022.aspx
2021-2022,5,May,Non-Debt Capital Receipts,188000,4810,2.6%,(0.4%),2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2021-2022.aspx
2021-2022,5,May,Recovery of Loans,13000,815,6.3%,(5.6%),2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2021-2022.aspx
2021-2022,5,May,Other Receipts,175000,3995,2.3%,(0.0%),2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2021-2022.aspx
2021-2022,5,May,Total Receipts (1+4),1976424,354787,18.0%,(2.0%),2021-06-15,2026-04-13,CONTROLLER GENERAL OF ACCOUNTS,https://cga.nic.in/MonthlyReport/Published/5/2021-2022.aspx
